diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType
C4049714	Familial Glucocorticoid Deficiency Type 2	disease	C19	Disease or Syndrome
C3150753	AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT	disease		Disease or Syndrome
C4693816	NEURODEVELOPMENTAL DISORDER WITH SPASTIC QUADRIPLEGIA AND BRAIN ABNORMALITIES WITH OR WITHOUT SEIZURES	disease		Disease or Syndrome
C4539851	MENTAL RETARDATION, AUTOSOMAL DOMINANT 46	disease		Mental or Behavioral Dysfunction
C4479270	HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT	disease		Disease or Syndrome
C3280729	RADIOHUMERAL FUSIONS WITH OTHER SKELETAL AND CRANIOFACIAL ANOMALIES	disease		Disease or Syndrome
C0473219	Renal hypouricemia	disease	C23;C16;C18;C13;C12	Disease or Syndrome
C2677549	Hypouricemia, Renal, 2	disease	C16;C18;C13;C12	Disease or Syndrome
C3279948	DEAFNESS, AUTOSOMAL DOMINANT 64	disease		Disease or Syndrome
C1857802	MORM syndrome	disease	C23;C16;C18;C11;C12;C10;F03;F01	Disease or Syndrome
C4755252	Autosomal recessive cerebral atrophy	disease		Disease or Syndrome
C1836439	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 3	disease	C23;C18;C11;C05;C10	Disease or Syndrome
C1849096	Infantile onset spinocerebellar ataxia	disease	C16;C10	Disease or Syndrome
C4015307	PERRAULT SYNDROME 5	disease		Disease or Syndrome
C3809684	CILIARY DYSKINESIA, PRIMARY, 26	disease		Disease or Syndrome
C4015444	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 47	disease		Disease or Syndrome
C0406707	Basan syndrome	disease	C23;C16;C17	Disease or Syndrome
C0406767	Keratoderma with scleroatrophy of the extremities	disease	C04;C17	Congenital Abnormality
C1852150	Fingerprints, Absence of	phenotype	C16;C17	Finding
C0268600	3-methylcrotonyl CoA carboxylase 1 deficiency	disease	C16;C18;C10	Disease or Syndrome
C2673642	Combined Oxidative Phosphorylation Deficiency 5	disease	C16;C18	Disease or Syndrome
C4748263	OVARIAN DYSGENESIS 7	disease		Disease or Syndrome
C4310726	ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 2	disease		Disease or Syndrome
C3887650	Adult Rickets	disease	C18;C05	Disease or Syndrome
C1850106	RAINE SYNDROME	disease	C16;C11;C05;C10;C07	Disease or Syndrome
C4225258	EPILEPSY, PROGRESSIVE MYOCLONIC, 10	disease		Disease or Syndrome
C3810313	DOWLING-DEGOS DISEASE 4	disease		Disease or Syndrome
C4310660	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 21	disease	C16;C05;C10	Disease or Syndrome
C2677589	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 9	disease	C16;C10	Disease or Syndrome
C4021780	Abnormality of the liver	phenotype		Finding
C4748898	TRICHOHEPATONEURODEVELOPMENTAL SYNDROME	disease		Disease or Syndrome
C0475718	Neonatal hyperglycemia	disease	C18	Disease or Syndrome
C3553374	COENZYME Q10 DEFICIENCY, PRIMARY, 5	disease		Disease or Syndrome
C1969084	Pontocerebellar Hypoplasia Type 6	disease	C16;C10	Disease or Syndrome; Congenital Abnormality
C1969657	Atrial Septal Defect 4	disease	C16;C14	Disease or Syndrome; Congenital Abnormality
C3280730	EPILEPSY, FAMILIAL TEMPORAL LOBE, 5	disease		Disease or Syndrome
C3280734	FEBRILE SEIZURES, FAMILIAL, 11	disease		Disease or Syndrome
C4749273	Benign familial mesial temporal lobe epilepsy	disease	C10	Disease or Syndrome
C0155380	Dissociated Nystagmus	disease	C11;C10	Disease or Syndrome
C0240595	Rotary Nystagmus	disease	C11;C10	Disease or Syndrome
C0271382	Periodic Alternating Nystagmus	disease	C11;C10	Disease or Syndrome
C0271383	Symptomatic Nystagmus	disease	C11;C10	Disease or Syndrome
C0271384	Spontaneous Ocular Nystagmus	disease	C11;C10	Disease or Syndrome
C0271385	Horizontal Nystagmus	disease	C11;C10	Disease or Syndrome
C0271386	Vertical Nystagmus	disease	C11;C10	Disease or Syndrome
C0271387	Rebound Nystagmus	disease	C11;C10	Disease or Syndrome
C0271388	Pendular Nystagmus	disease	C11;C10	Disease or Syndrome
C0271389	Jerk Nystagmus	disease	C11;C10	Disease or Syndrome
C0344243	See-Saw Nystagmus	disease	C11;C10	Disease or Syndrome
C0520731	Retraction Nystagmus	disease	C11;C10	Disease or Syndrome
C0521753	Temporary Nystagmus	disease	C11;C10	Disease or Syndrome
C0521754	Permanent Nystagmus	disease	C11;C10	Disease or Syndrome
C0521755	Unidirectional Nystagmus	disease	C11;C10	Disease or Syndrome
C0521756	Multidirectional Nystagmus	disease	C11;C10	Disease or Syndrome
C0521757	Conjugate Nystagmus	disease	C11;C10	Disease or Syndrome
C0521759	Convergence Nystagmus	disease	C11;C10	Disease or Syndrome
C0521760	Fatigable Positional Nystagmus	disease	C11;C10	Disease or Syndrome
C0521761	Non-Fatigable Positional Nystagmus	disease	C11;C10	Disease or Syndrome
C1854260	LEBER CONGENITAL AMAUROSIS 6 (disorder)	disease	C11	Disease or Syndrome; Congenital Abnormality
C2750720	Cone-Rod Dystrophy 13	disease	C16;C11	Disease or Syndrome
C4748732	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 66	disease		Disease or Syndrome
C1853136	Neutral Lipid Storage Disease with Myopathy	disease	C16;C18;C05;C10	Disease or Syndrome
C3553358	COENZYME Q10 DEFICIENCY, PRIMARY, 3	disease		Disease or Syndrome
C4225228	NEPHROTIC SYNDROME, TYPE 11	disease		Disease or Syndrome
C4748084	OVARIAN DYSGENESIS 6	disease		Disease or Syndrome
C3810055	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 19	disease		Disease or Syndrome
C1855644	Keratoderma, Palmoplantar, Norrbotten Recessive Type	disease	C16;C17	Disease or Syndrome
C3151264	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 17	disease		Disease or Syndrome
C1837355	Leukodystrophy, Hypomyelinating, 2	disease	C16;C18;C10	Disease or Syndrome
C2750784	SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE (disorder)	disease	C16;C10	Disease or Syndrome
C4747646	LYMPHATIC MALFORMATION 3	disease		Disease or Syndrome
C1327918	Oculootoradial syndrome	disease	C23;C16;C06;C11;C05;C10;C09;C15	Disease or Syndrome
C4014660	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 20	disease		Disease or Syndrome
C0796218	MENTAL RETARDATION, X-LINKED 12	disease		Disease or Syndrome
C0796242	MENTAL RETARDATION, X-LINKED 35	disease		Disease or Syndrome
C0020725	Type II Mucolipidosis	disease	C16;C18;C05;C10	Disease or Syndrome
C0033788	Pseudo-Hurler Polydystrophy	disease	C16;C18;C05;C10	Disease or Syndrome
C0238286	Mucolipidosis Type IV	disease	C16;C18;C05;C10	Disease or Syndrome
C2700406	SCOLIOSIS, IDIOPATHIC, SUSCEPTIBILITY TO, 1 (finding)	phenotype		Finding
C4225303	LETHAL CONGENITAL CONTRACTURE SYNDROME 9	disease		Disease or Syndrome
C1859721	ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC TYPE (disorder)	disease	C16;C05	Disease or Syndrome
C4225355	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 20	disease		Disease or Syndrome
C0151740	Intracranial Hypertension	disease	C10	Finding
C1854568	SPASTIC PARAPLEGIA 14, AUTOSOMAL RECESSIVE (disorder)	disease	C23;C16;C10;F03;F01	Disease or Syndrome
C1847987	HUNTINGTON DISEASE-LIKE 2	disease	C23;C16;C10;F03	Disease or Syndrome
C4225236	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 21	disease		Disease or Syndrome
C1970211	Spinal Muscular Atrophy, Distal, Autosomal Recessive, 4	disease	C16;C10	Disease or Syndrome
C3809309	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE C	disease		Disease or Syndrome
C3554448	MENTAL RETARDATION, AUTOSOMAL DOMINANT 18	disease		Disease or Syndrome
C4324314	Primary familial brain calcification	disease	C18	Congenital Abnormality
C0795927	Deafness, congenital onychodystrophy, recessive form	phenotype	C23;C16;C05;C10;F03;C09;F01	Disease or Syndrome
C0795934	Digitorenocerebral Syndrome	disease	C23;C16;C05;C10;F03;C09;F01	Disease or Syndrome
C1842531	Epilepsy, rolandic with paroxysmal exercise-induced dystonia and writer's cramp	disease	C23;C10	Disease or Syndrome
C2829265	DEAFNESS, AUTOSOMAL RECESSIVE 86	disease		Disease or Syndrome
C3809173	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 16	disease		Disease or Syndrome
C3892048	DEAFNESS, AUTOSOMAL DOMINANT 65	disease		Disease or Syndrome
C4706413	Progressive myoclonic epilepsy with dystonia	disease	C10	Disease or Syndrome
C4225245	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 14	phenotype		Finding
C4225257	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 34	disease		Disease or Syndrome
C1845530	Stocco dos Santos syndrome	disease	C16;C10	Disease or Syndrome
C4025845	Abnormality iris morphology	disease		Anatomical Abnormality
C4284592	SPASTIC PARAPLEGIA, INTELLECTUAL DISABILITY, NYSTAGMUS, AND OBESITY	disease		Disease or Syndrome
C1845334	ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 2 (finding)	disease		Finding
C1845539	AUTISM, X-LINKED, SUSCEPTIBILITY TO, 2 (finding)	disease		Finding
C3279793	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8	disease		Disease or Syndrome
C4014588	LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE	disease		Disease or Syndrome
C4540031	Combined oxidative phosphorylation deficiency	phenotype		Finding
C3553230	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl	disease		Disease or Syndrome
C3809160	Hypohidrosis, enamel hypoplasia, palmoplantar keratoderma, intellectual disability syndrome	disease	C23;C16;C17;C10;F03;C07;F01	Disease or Syndrome
C4310643	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, SEIZURES, AND ABSENT LANGUAGE	disease		Disease or Syndrome
C1848137	EPILEPSY, FEMALE-RESTRICTED, WITH MENTAL RETARDATION (disorder)	disease	C23;C16;C10;F03;F01	Disease or Syndrome
C4225215	SPASTIC PARAPLEGIA AND PSYCHOMOTOR RETARDATION WITH OR WITHOUT SEIZURES	disease		Disease or Syndrome
C3554496	LEFT VENTRICULAR NONCOMPACTION 7	disease		Disease or Syndrome
C4748014	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC 27	disease		Disease or Syndrome
C3150874	CRANIOECTODERMAL DYSPLASIA 2	disease		Disease or Syndrome
C3279792	SHORT-RIB THORACIC DYSPLASIA 7 WITH OR WITHOUT POLYDACTYLY	disease		Disease or Syndrome; Congenital Abnormality
C4747658	SHORT-RIB THORACIC DYSPLASIA 7/20 WITH POLYDACTYLY, DIGENIC	disease		Disease or Syndrome
C0009714	Hepatic Fibrosis, Congenital	disease	C23;C16;C06	Disease or Syndrome
C2676788	JOUBERT SYNDROME 9 (disorder)	disease	C23;C16;C13;C11;C12;C10;F03;F01	Disease or Syndrome
C2676790	MECKEL SYNDROME, TYPE 6 (disorder)	disease	C23;C16;C13;C12;C10	Disease or Syndrome
C0004044	Asphyxia	phenotype	C23;C26	Pathologic Function
C1970005	Asphyxiating Thoracic Dystrophy 2	disease	C16;C17;C05	Disease or Syndrome
C1865384	Amyotrophy, monomelic	disease	C16;C10	Disease or Syndrome
C4225290	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 26	disease		Disease or Syndrome
C3280182	ADAMS-OLIVER SYNDROME 2	disease		Disease or Syndrome
C0086240	Epilepsy, Simple Partial	disease	C10	Disease or Syndrome
C0234974	Simple Partial Seizures	phenotype	C10	Disease or Syndrome
C0270820	Gelastic Epilepsy	disease	C10	Disease or Syndrome
C0270847	Benign Focal Epilepsy, Childhood	disease	C10	Disease or Syndrome
C0393675	Childhood Benign Occipital Epilepsy	disease	C10	Disease or Syndrome
C0393676	Panayiotopoulos Syndrome	disease	C10	Disease or Syndrome
C0393679	Amygdalo-Hippocampal Epilepsy	disease	C10	Disease or Syndrome
C0393681	Rhinencephalic Epilepsy	disease	C10	Disease or Syndrome
C0393691	Occipital Lobe Epilepsy	disease	C10	Disease or Syndrome
C0751112	Subclinical Seizure	disease	C10	Disease or Syndrome
C0751113	Uncinate Seizures	disease	C10	Disease or Syndrome
C0751115	Digestive Epilepsy	disease	C10	Disease or Syndrome
C1851549	Benign Occipital Epilepsy	disease	C10	Disease or Syndrome
C3494976	Migrating partial seizures in infancy	disease	C23;C10	Disease or Syndrome
C3554195	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 14	disease		Disease or Syndrome
C3554306	EPILEPSY, NOCTURNAL FRONTAL LOBE, 5	disease		Disease or Syndrome
C1856453	Mild thrombocytopenia	phenotype		Finding
C4706584	Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)	disease		Neoplastic Process
C4085250	PAGET DISEASE OF BONE 6	disease		Disease or Syndrome
C1969893	Mental Retardation, Fra12a Type	disease	C23;C16;C10;F03;F01	Disease or Syndrome
C3553328	UV-SENSITIVE SYNDROME 3	disease		Disease or Syndrome
C1846689	MOYAMOYA DISEASE 2	disease	C10;C14	Disease or Syndrome
C1859807	AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder)	disease	C18;C10	Disease or Syndrome
C2931441	Hereditary spastic paralysis, infantile onset ascending	disease	C16;C10	Disease or Syndrome
C3554373	AUTISM, SUSCEPTIBILITY TO, 18	disease		Finding
C0085077	Sweet Syndrome	disease	C17	Disease or Syndrome
C0796182	Acromelic frontonasal dysplasia	disease	C05;C10;C19	Disease or Syndrome
C1863616	ACROMELIC FRONTONASAL DYSOSTOSIS	disease	C16;C11;C05	Disease or Syndrome
C4693405	NEURODEVELOPMENTAL DISORDER WITH MOVEMENT ABNORMALITIES, ABNORMAL GAIT, AND AUTISTIC FEATURES	disease		Disease or Syndrome
C2828721	SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSIVE	disease		Disease or Syndrome
C4706412	Autosomal recessive cerebellar ataxia with late-onset spasticity	disease	C23;C16;C18;C10	Disease or Syndrome
C3810380	RETINITIS PIGMENTOSA 68	disease		Disease or Syndrome
C3540453	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 4F	disease		Disease or Syndrome
C1855772	Absent corpus callosum cataract immunodeficiency	disease	C23;C16;C11;C10	Disease or Syndrome
C3280598	SHORT-RIB THORACIC DYSPLASIA 5 WITH OR WITHOUT POLYDACTYLY	disease		Disease or Syndrome
C3280612	NEPHRONOPHTHISIS 13	disease		Disease or Syndrome
C3280616	CRANIOECTODERMAL DYSPLASIA 4	disease		Disease or Syndrome
C4225376	SENIOR-LOKEN SYNDROME 8	disease		Disease or Syndrome
C4479603	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEUROPATHY, AND DEAFNESS	disease		Disease or Syndrome
C1846046	SPASTIC PARAPLEGIA 16, X-LINKED (disorder)	disease	C16;C10	Disease or Syndrome
C3553409	CARDIOMYOPATHY, DILATED, 2B	disease		Disease or Syndrome
C1855284	Intrahepatic biliary atresia	phenotype	C16;C06	Disease or Syndrome
C1865616	HEMOCHROMATOSIS, TYPE 2B	disease	C16;C18	Disease or Syndrome
C3489571	Familial Extrahepatic Biliary Atresia	disease	C16;C06	Congenital Abnormality
C3489572	Idiopathic Extrahepatic Biliary Atresia	disease	C16;C06	Congenital Abnormality
C4520983	Congenital atresia of extrahepatic bile duct	disease	C16;C06	Congenital Abnormality
C1847604	Van der Woude syndrome 2	disease	C16;C05;C07	Disease or Syndrome
C1854430	OPTIC ATROPHY 4 (disorder)	disease	C16;C11;C10	Disease or Syndrome
C1096155	Macrophage Activation Syndrome	disease	C20	Disease or Syndrome
C4015067	AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS	disease		Disease or Syndrome
C4015276	FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 4	disease		Disease or Syndrome
C1562689	Congenital hereditary endothelial dystrophy	disease	C16;C11	Disease or Syndrome
C4479566	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, HYPOTONIA, AND VARIABLE BRAIN ANOMALIES	disease		Disease or Syndrome
C1857949	Prominent metopic ridge	phenotype		Finding
C4540395	KLEEFSTRA SYNDROME 2	disease		Disease or Syndrome
C0268531	Hydroxyprolinemia	phenotype	C16;C18	Disease or Syndrome
C4014258	IMMUNODEFICIENCY, COMMON VARIABLE, 11	disease		Disease or Syndrome
C4225308	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VIII	disease		Disease or Syndrome
C0009676	Confusion	phenotype	C23;C10;F01	Mental or Behavioral Dysfunction
C0233715	Speech impairment	phenotype		Finding
C0233754	Derealization	disease	F01	Mental or Behavioral Dysfunction
C0265280	Spondylometaphyseal dysplasia, Kozlowski type	disease	C16;C05	Congenital Abnormality
C0265281	Metatropic dwarfism	disease	C16;C05;C19	Congenital Abnormality
C0432227	Brachyolmia Type 3	disease	C16;C05	Congenital Abnormality
C0562557	Sexually disinhibited behavior	phenotype		Finding
C0751226	Hypersomnia, Recurrent	disease	C10;F03	Disease or Syndrome
C1838492	SPINAL MUSCULAR ATROPHY, DISTAL, CONGENITAL NONPROGRESSIVE (disorder)	disease	C10	Disease or Syndrome
C1847406	Digital Arthropathy-Brachydactyly, Familial	disease	C16;C05	Disease or Syndrome
C1853710	HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC (disorder)	disease	C16;C10	Disease or Syndrome
C1868616	Parastremmatic dwarfism	disease	C23;C16;C05;C10;C19;F03;F01	Congenital Abnormality
C2700617	Irritation - emotion	phenotype	F01	Mental Process
C3150755	SODIUM SERUM LEVEL QUANTITATIVE TRAIT LOCUS 1	phenotype		Finding
C3159322	SPONDYLOEPIPHYSEAL DYSPLASIA, MAROTEAUX TYPE	disease	C16;C05	Disease or Syndrome
C3711162	Metatropic Dysplasia Type 1	disease	C16;C05;C19	Disease or Syndrome
C4552810	Irritability, CTCAE	phenotype		Finding
C1847849	ICHTHYOSIS, LAMELLAR, 5	disease	C16;C17	Disease or Syndrome
C3539888	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 3	disease		Disease or Syndrome
C3554654	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE F	disease		Disease or Syndrome
C1846648	MICROCEPHALY, AMISH TYPE (disorder)	disease	C16;C05;C10	Disease or Syndrome
C3150973	Progressive polyneuropathy with bilateral striatal necrosis	disease	C18;C10	Disease or Syndrome
C4518337	Spinocerebellar ataxia type 38	disease	C16;C10	Disease or Syndrome
C1834703	Neuropathy, Distal Hereditary Motor, Type VIIA	disease	C23;C16;C08;C10;C09	Disease or Syndrome
C4310694	MYASTHENIC SYNDROME, CONGENITAL, 20, PRESYNAPTIC	disease		Disease or Syndrome
C4310759	RETINITIS PIGMENTOSA 75	disease		Disease or Syndrome
C3539120	PROSTATE CANCER, HEREDITARY, 2	disease		Neoplastic Process
C3809526	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 17	disease		Disease or Syndrome
C1865044	PARIETAL FORAMINA 2	disease	C23;C16;C10	Disease or Syndrome
C3150703	FRONTONASAL DYSPLASIA 2	disease		Disease or Syndrome
C3809819	CRANIOSYNOSTOSIS 5, SUSCEPTIBILITY TO	disease		Finding
C4310737	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 40	disease		Disease or Syndrome
C3552343	HYPOGONADOTROPIC HYPOGONADISM 4 WITH OR WITHOUT ANOSMIA	disease		Disease or Syndrome
C1859709	Kuskokwim disease	disease	C16;C05	Disease or Syndrome
C3151218	OSTEOGENESIS IMPERFECTA, TYPE XI	disease		Disease or Syndrome
C4517996	Autosomal recessive limb girdle muscular dystrophy type 2S	disease		Disease or Syndrome
C3150672	ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 2	disease		Disease or Syndrome
C0220666	ARTHROGRYPOSIS MULTIPLEX CONGENITA, DISTAL, TYPE IIA	disease	C16;C05;C07	Disease or Syndrome
C1862472	Oculomelic amyoplasia	disease	C23;C16;C11;C05;C10	Disease or Syndrome
C4310692	ARTHROGRYPOSIS, DISTAL, WITH IMPAIRED PROPRIOCEPTION AND TOUCH	disease		Disease or Syndrome
C1865639	Gracile bone dysplasia	disease	C16;C05	Disease or Syndrome
C4015128	POROKERATOSIS 8, DISSEMINATED SUPERFICIAL ACTINIC TYPE	disease		Disease or Syndrome
C0796133	Ramon Syndrome	disease	C23;C16;C17;C05;C10;F03;C07;F01	Disease or Syndrome
C1847197	Vascular Malformation, Primary Intraosseous	disease	C16;C14	Disease or Syndrome
C3808940	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 5	disease		Disease or Syndrome
C3554499	MICROCEPHALY 10, PRIMARY, AUTOSOMAL RECESSIVE	disease		Disease or Syndrome
C3150419	NEPHRONOPHTHISIS-LIKE NEPHROPATHY 1	disease		Disease or Syndrome
C3280617	Nephronophthisis-like nephropathy	phenotype		Finding
C4692652	MENTAL RETARDATION, X-LINKED 107	disease		Mental or Behavioral Dysfunction
C3809288	LEFT VENTRICULAR NONCOMPACTION 8	disease		Disease or Syndrome
C3809289	CARDIOMYOPATHY, DILATED, 1LL	disease		Disease or Syndrome
C3554374	DYSTONIA 24	disease		Disease or Syndrome
C0346303	Thyrotroph adenoma	disease	C04;C10;C19	Neoplastic Process
C1832845	USHER SYNDROME, TYPE ID	disease	C23;C16;C11;C10;C09	Disease or Syndrome
C1863340	PITUITARY ADENOMA PREDISPOSITION (disorder)	disease		Finding
C2931208	Usher syndrome, type 1D	disease	C23;C16;C11;C10;C09	Disease or Syndrome
C4539685	PITUITARY ADENOMA 5, MULTIPLE TYPES	disease		Neoplastic Process
C1859499	3-methylcrotonyl CoA carboxylase 2 deficiency	disease	C16;C18;C10	Disease or Syndrome
C4225234	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIn	disease		Disease or Syndrome
C1835223	PSORIATIC ARTHRITIS, SUSCEPTIBILITY TO (finding)	disease		Finding
C1836122	SARCOIDOSIS, EARLY-ONSET	disease	C15	Disease or Syndrome
C1861303	SYNOVITIS, GRANULOMATOUS, WITH UVEITIS AND CRANIAL NEUROPATHIES (disorder)	disease	C11;C05	Disease or Syndrome
C4310620	Yao syndrome	disease		Disease or Syndrome
C0432242	Desbuquois syndrome	disease	C23;C16;C05;C19	Disease or Syndrome
C4014294	DESBUQUOIS DYSPLASIA 2	disease		Disease or Syndrome
C4750849	XYLT1-CDG - xylosyltransferase 1 congenital disorder of glycosylation	disease	C23;C16;C18;C10;F03;F01	Disease or Syndrome
C1853925	Spondyloocular Syndrome, Autosomal Recessive	disease	C16;C11;C05	Disease or Syndrome
C4225412	Spondylo-ocular syndrome	disease		Disease or Syndrome
C3888244	AICARDI-GOUTIERES SYNDROME 7	disease		Disease or Syndrome
C1395264	Deep seated dermatophytosis	disease	C01;C17	Disease or Syndrome
C1859353	Candidiasis, Familial, 2	disease	C01;C17	Disease or Syndrome
C1970458	Osteogenesis imperfecta, type VIII	disease	C16;C17;C05	Disease or Syndrome
C4748127	NEURODEVELOPMENTAL DISORDER WITH REGRESSION, ABNORMAL MOVEMENTS, LOSS OF SPEECH, AND SEIZURES	disease		Disease or Syndrome
C1846529	CONE-ROD DYSTROPHY 10	disease	C16;C11	Disease or Syndrome
C1853214	RETINITIS PIGMENTOSA 35	disease	C16;C11	Disease or Syndrome
C0043325	Xanthomatosis	disease	C18	Disease or Syndrome
C0302314	Xanthoma	disease	C18	Disease or Syndrome
C0342907	Sitosterolemia	disease	C16;C06;C18	Congenital Abnormality
C2749759	Macrothrombocytopenia-Stomatocytosis, Mediterranean	disease	C16;C06;C18	Disease or Syndrome
C1969115	GALLBLADDER DISEASE 4	disease	C06	Disease or Syndrome
C0232910	Teratogenesis	phenotype	C23	Pathologic Function
C3150927	VESICOURETERAL REFLUX 3	disease		Disease or Syndrome
C4304526	5q35 microduplication syndrome	disease		Disease or Syndrome
